Date,Close,High,Low,Open,Volume
2013-01-21,-1.184078616011116,-1.2083488098563044,-1.1639176214110853,-1.19965752970723,-0.4963245123277166
2013-01-22,-1.2006561700128882,-1.2049398243990108,-1.176049239460524,-1.2024119533178137,-0.5124408389035762
2013-01-23,-1.1978050064997976,-1.220422473101916,-1.185626569150846,-1.2158758700002685,-0.4461199490336873
2013-01-24,-1.2150276870559276,-1.2226408367570676,-1.1922271710200874,-1.2191647147233227,-0.11384005155589394
2013-01-25,-1.1878225303264105,-1.2151296990255804,-1.1889497634215118,-1.2299222056263548,-0.3639746130501628
2013-01-28,-1.1877491218199903,-1.2112706030762066,-1.1657392373336055,-1.2014524565283533,-0.6574311270059342
2013-01-29,-1.1999677327341152,-1.1997966996315443,-1.1750856928026594,-1.2100241090415778,-0.2917172748162197
2013-01-30,-1.1970925224568598,-1.2193629763509786,-1.1742461602441667,-1.2098762092055848,-0.5542374019229067
2013-01-31,-1.207426560176738,-1.2262183313176591,-1.1836442482389156,-1.2194370353574147,-0.21800352280855473
2013-02-01,-1.2251516656404065,-1.228737286761082,-1.2044994780803444,-1.2217637653861677,-0.2798911665916702
2013-02-04,-1.230934453880298,-1.2358865137422923,-1.205472568033475,-1.229574491529316,-0.408939633980668
2013-02-05,-1.2460526632178197,-1.2698359079820405,-1.222664461490252,-1.2680565723114645,-0.4525753248980159
2013-02-06,-1.2449041299296832,-1.259558227513645,-1.2195290185556438,-1.2480792573844945,-0.29031936432025995
2013-02-07,-1.255105523821461,-1.2657556284897955,-1.232367451569135,-1.273972610076591,-0.2917172748162197
2013-02-08,-1.2728405612522415,-1.278189085806758,-1.2545818509003472,-1.2776792860301631,-0.07065471427723924
2013-02-11,-1.2756889801112004,-1.29307201446878,-1.256890997636853,-1.2822496929542395,-0.5739369921648845
2013-02-12,-1.2632816006355145,-1.2913053775451677,-1.2531615153918356,-1.295266262127788,-0.4004160238006407
2013-02-13,-1.2580371374416552,-1.2702618333412605,-1.234709915753143,-1.2705979240205676,-0.4019608765809581
2013-02-14,-1.2761429210632773,-1.2849791395403776,-1.2541253380818096,-1.275611028356002,-0.3927240715923657
2013-02-15,-1.2809646825687895,-1.3053155309517155,-1.2697132147588828,-1.3076771242086855,-0.5462788671440514
2013-02-18,-1.2755123978148335,-1.2997188127127792,-1.257220986194683,-1.2981610265949353,-0.6457977495912203
2013-02-19,-1.2546545369125035,-1.2812806175728275,-1.2548355268312221,-1.2922982812051331,-0.7821530294107666
2013-02-20,-1.2529773873737122,-1.2695103276021777,-1.227361290849078,-1.2589663803451803,-0.45906872970545337
2013-02-21,-1.298778822000688,-1.2945871056138205,-1.2745612813466323,-1.2875102894701842,-0.27919944879154346
2013-02-22,-1.2997703207859759,-1.318602552459146,-1.2789569081773517,-1.324032155565905,-0.29592167512679113
2013-02-25,-1.2975082801666675,-1.3162609591744308,-1.284486019180522,-1.3073715187113486,-0.5462788671440514
2013-02-26,-1.3453481520705717,-1.336453168949499,-1.3238952775844544,-1.3238529881519556,-0.2931169604370974
2013-02-27,-1.327048573974631,-1.3470504228414442,-1.323324107810309,-1.35134440726535,-0.17502402942564094
2013-02-28,-1.3808254017725312,-1.3307979397091885,-1.3639898424124846,-1.325877753874362,0.5391294116908182
2013-03-01,-1.3669319986620034,-1.3878120285168436,-1.359782644346858,-1.394293704069102,-0.1794368268254992
2013-03-04,-1.3779788187286475,-1.4021520345901726,-1.3683609841764386,-1.393113425023911,-0.3843244638778552
2013-03-05,-1.3335473300262066,-1.3615315909901429,-1.3375307951448818,-1.3838186238578079,-0.3143283708337819
2013-03-06,-1.3159332836375204,-1.341657271485874,-1.2998732423920814,-1.3350969908603993,-0.2966239703262907
2013-03-07,-1.2931672230138398,-1.3164644492121509,-1.2966556844086985,-1.3428744760733848,-0.46478200865607683
2013-03-08,-1.2516510064365782,-1.2786162023784653,-1.2549115842651581,-1.300702514556739,-0.34033290721249704
2013-03-11,-1.253327652590847,-1.2694100432645565,-1.2309829587663927,-1.2691130976961627,-0.5436387406642985
2013-03-12,-1.2675038308296225,-1.2790433799489656,-1.2495128543410143,-1.2698679520639782,-0.6304751427663935
2013-03-13,-1.2993125121291067,-1.3084097183287575,-1.2756595189929296,-1.3001178307780563,-0.6228929819776564
