Date,Close,High,Low,Open,Volume
2013-01-21,1.7426276321577712,1.7430234814923329,1.7420612650779466,1.7427410503459058,2.3564377903795983
2013-01-22,1.7415131172799807,1.7432514220396316,1.7412484137919237,1.7425569259294065,2.353513536668762
2013-01-23,1.7417048020215302,1.7422161804807617,1.7406067067480882,1.741656906123656,2.365547240962053
2013-01-24,1.7405469150550221,1.7420678504183436,1.7401644485352041,1.7414370573635516,2.4258383202388436
2013-01-25,1.7423759274608586,1.7425700798548722,1.74038404372609,1.7407179534726662,2.380452238229702
2013-01-28,1.74238086274097,1.7428281168731576,1.7419392118745547,1.7426210652236724,2.3272055324208423
2013-01-29,1.7415594011641735,1.7435953151682497,1.741312974029214,1.7420480776442138,2.3935630912811834
2013-01-30,1.7417527025782684,1.7422870233377628,1.741369224985768,1.7420579642756302,2.345929689696303
2013-01-31,1.7410579415305758,1.741828642572398,1.7407395276212814,1.7414188535993738,2.4069382057549107
2013-02-01,1.7398662763580448,1.7416602135516268,1.7393421707041885,1.7412633191321083,2.395708899179628
2013-02-04,1.7394774974388036,1.741182183143086,1.739276971040253,1.7407411970489193,2.372293485135754
2013-02-05,1.7384610948241346,1.7389121694981435,1.738125067588581,1.7381687929196248,2.3643759345395097
2013-02-06,1.738538311127404,1.739599382787926,1.7383351507622569,1.7395042125842026,2.393816737478782
2013-02-07,1.737852467771661,1.739184995871927,1.7374749409581722,1.7377733246999558,2.3935630912811834
2013-02-08,1.7366601348694328,1.7383536373633186,1.7359865160019117,1.7375255452572873,2.4336741556692325
2013-02-11,1.7364686346519613,1.737358495862386,1.7358317969127732,1.7372200281593266,2.342355264743079
2013-02-12,1.737302787206588,1.7374766213845658,1.7360816823300942,1.73634991210503,2.3738400657775243
2013-02-13,1.7376553743406704,1.7388836901570888,1.7373179895097608,1.7379989116788601,2.3735597573924667
2013-02-14,1.7364381160395848,1.7378996229406647,1.7360171035979044,1.7376638016736068,2.375235744853817
2013-02-15,1.7361139472910179,1.736539837677145,1.7349726736173616,1.7355202856343166,2.3473737392910006
2013-02-18,1.736480506342829,1.7369140601648738,1.735809686785129,1.7361564063507342,2.3293163699565804
2013-02-19,1.737882787782663,1.7381469232392552,1.7359695190270807,1.7365483121454106,2.3045751591646795
2013-02-20,1.7379955431453096,1.7389339393093985,1.7378103672931222,1.7387764432045074,2.363197727892062
2013-02-21,1.734916296332996,1.7372571898553248,1.7346478400177117,1.7368683740926774,2.3958344090676507
2013-02-22,1.734849637515453,1.735651405915756,1.7343533211078954,1.734427004051228,2.392800216866089
2013-02-25,1.7350017153143922,1.735807975681616,1.7339828556867805,1.7355407143852393,2.3473737392910006
2013-02-26,1.7317854236357288,1.73445783106969,1.731342328574543,1.734438980820314,2.393309122993088
2013-02-27,1.733015710808555,1.7337492496215572,1.731380598497282,1.732601267302487,2.414736691496886
2013-02-28,1.7294002754641895,1.7348359658738084,1.7286558840747093,1.734303631701989,2.5443174517564593
2013-03-01,1.7303343339186616,1.7310237399874386,1.728937777746622,1.7297302440573117,2.413936004124924
2013-03-04,1.729591652259158,1.730064900803884,1.7283630057307207,1.729809141939855,2.376759825661755
2013-03-05,1.7325787971175584,1.7327809716882276,1.7304287119457127,1.7304304696959087,2.389460383314563
2013-03-06,1.733762995748803,1.734109860685187,1.7329518700321984,1.7336873551699044,2.3926727877442246
2013-03-07,1.7352935661375986,1.7357943693957727,1.733167455136674,1.733167455136674,2.362161072479691
2013-03-08,1.7380847162095563,1.738325078372283,1.7359644229728912,1.7359865160019117,2.384741946911199
2013-03-11,1.737971994689631,1.7389406447844113,1.7375677057279344,1.7380981675738258,2.3478527814361914
2013-03-12,1.7370189251622667,1.7382965153025858,1.7363261525083784,1.738047707971504,2.3320966058655688
2013-03-13,1.7348804161550042,1.7363329459866397,1.7345742551191834,1.7360256002441368,2.3334723636549297
2013-03-14,1.7368446925389813,1.7372234097798644,1.7328379540301158,1.7347008852375687,2.3823403169855193
2013-03-15,1.7356105523079988,1.738083024459895,1.7352151032952858,1.7370459707177226,2.3865901448819447
2013-03-18,1.7343344777408594,1.7348462322122609,1.7336168591242072,1.7336993931014808,2.30791347918333
2013-03-19,1.7312501143574346,1.7353038090141066,1.7304951032169027,1.7351639109397317,2.422681792133351
2013-03-20,1.7294476995212809,1.731227474849089,1.729022264991744,1.731062053903061,2.4284134631108523
2013-03-21,1.728191659750034,1.7316604104752233,1.7278095922047614,1.729851197818613,2.4192515559045935
2013-03-22,1.7279299501865193,1.72934407240264,1.7272368702326801,1.7282287600750266,2.4031034567618232
2013-03-25,1.7273096682695144,1.7302888615775123,1.7269739074707395,1.7299002603913083,2.384210738099575
2013-03-26,1.7275846019027157,1.7280696806009577,1.7265342631720006,1.7265948448803898,2.3495995174299424
2013-03-28,1.7290310640523083,1.7293967761009363,1.7262775181503756,1.7278025029474664,2.4506866433780026
